Sample	Name	Strain	Treatment	Block	Compound	Compound_name	M	Type	Std_conc	RT	Area	ng.mL_QuanLynx	ng.mL_adj	uMol
52	20191209_LT_LBA21_DIMBOA	LBA21	DIMBOA	1	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
53	20191209_LT_LBA21_MBOA	LBA21	MBOA	1	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
54	20191209_LT_LBA21_Ctrl	LBA21	Ctrl	1	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
55	20191209_LT_LBA21_DG	LBA21	DG	1	4	DIM2BOA-Glc	403.1	Analyte	0	1.69	175.339	NA	152.6487328	0.378687008
56	20191209_LT_T0_Ctrl	T0	Ctrl	1	4	DIM2BOA-Glc	403.1	Analyte	0	1.68	2.266	NA	1.972761499	0.004893975
57	20191209_LT_T0_MBOA	T0	MBOA	1	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
58	20191209_LT_T0_DIMBOA	T0	DIMBOA	1	4	DIM2BOA-Glc	403.1	Analyte	0	1.69	2.141	NA	1.863937497	0.004624008
59	20191209_LT_T0_DG	T0	DG	1	4	DIM2BOA-Glc	403.1	Analyte	0	1.7	11957.514	NA	10410.11617	25.82514555
1	20191210_LT_LMI1_MBOA	LMI1	MBOA	2	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
2	20191210_LT_LRH13_MBOA	LRH13	MBOA	2	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
3	20191210_LT_LRH13_Ctrl	LRH13	Ctrl	2	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
4	20191210_LT_LRH13_DG	LRH13	DG	2	4	DIM2BOA-Glc	403.1	Analyte	0	1.67	47.807	NA	45.71234891	0.113402007
5	20191210_LT_LRH13_DIMBOA	LRH13	DIMBOA	2	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
6	20191210_LT_LST17_MBOA	LST17	MBOA	2	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
7	20191210_LT_LST17_Ctrl	LST17	Ctrl	2	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
8	20191210_LT_LST17_DG	LST17	DG	2	4	DIM2BOA-Glc	403.1	Analyte	0	1.67	191.503	NA	183.1123466	0.454260349
9	20191210_LT_LST17_DIMBOA	LST17	DIMBOA	2	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
10	20191210_LT_LMI13_MBOA	LMI13	MBOA	2	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
11	20191210_LT_LMI13_Ctrl	LMI13	Ctrl	2	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
12	20191210_LT_LMI13_DG	LMI13	DG	2	4	DIM2BOA-Glc	403.1	Analyte	0	1.69	117.354	NA	112.2121655	0.278373023
13	20191210_LT_LMI13_DIMBOA	LMI13	DIMBOA	2	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
14	20191210_LT_LMO1_MBOA	LMO1	MBOA	2	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
15	20191210_LT_LMO1_Ctrl	LMO1	Ctrl	2	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
16	20191210_LT_LMO1_DG	LMO1	DG	2	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
17	20191210_LT_LMO1_DIMBOA	LMO1	DIMBOA	2	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
18	20191210_LT_LMI1x_MBOA	LMI1x	MBOA	2	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
19	20191210_LT_LMI1x_Ctrl	LMI1x	Ctrl	2	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
20	20191210_LT_LMI1x_DG	LMI1x	DG	2	4	DIM2BOA-Glc	403.1	Analyte	0	1.71	172.264	NA	164.7162983	0.40862391
21	20191210_LT_LMI1x_DIMBOA	LMI1x	DIMBOA	2	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
22	20191210_LT_LRC7-S_DIMBOA	LRC7-S	DIMBOA	2	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
23	20191210_LT_LRC7-S_DG	LRC7-S	DG	2	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
24	20191210_LT_LRC7-S_MBOA	LRC7-S	MBOA	2	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
25	20191210_LT_LRC7-S_Ctrl	LRC7-S	Ctrl	2	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
26	20191210_LT_LMI15_DIMBOA	LMI15	DIMBOA	2	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
27	20191210_LT_LMI15_DG	LMI15	DG	2	4	DIM2BOA-Glc	403.1	Analyte	0	1.72	6.416	NA	6.134884654	0.015219262
28	20191210_LT_LMI15_MBOA	LMI15	MBOA	2	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
29	20191210_LT_LMI15_Ctrl	LMI15	Ctrl	2	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
30	20191210_LT_LMX7_DIMBOA	LMX7	DIMBOA	2	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
31	20191210_LT_LMX7_DG	LMX7	DG	2	4	DIM2BOA-Glc	403.1	Analyte	0	1.71	66.243	NA	63.34058044	0.157133665
32	20191210_LT_LMX7_MBOA	LMX7	MBOA	2	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
33	20191210_LT_LMX7_Ctrl	LMX7	Ctrl	2	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
34	20191210_LT_LST16_DIMBOA	LST16	DIMBOA	2	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
35	20191210_LT_LST16_DG	LST16	DG	2	4	DIM2BOA-Glc	403.1	Analyte	0	1.7	129.914	NA	124.2218524	0.308166342
36	20191210_LT_LST16_MBOA	LST16	MBOA	2	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
37	20191210_LT_LST16_Ctrl	LST16	Ctrl	2	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
38	20191210_LT_LMR1_DIMBOA	LMR1	DIMBOA	2	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
39	20191210_LT_LMR1_DG	LMR1	DG	2	4	DIM2BOA-Glc	403.1	Analyte	0	1.7	105.994	NA	101.3499009	0.251426199
40	20191210_LT_LMR1_MBOA	LMR1	MBOA	2	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
41	20191210_LT_LMR1_Ctrl	LMR1	Ctrl	2	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
42	20191210_LT_LPB4-O_DIMBOA	LPB4-O	DIMBOA	2	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
43	20191210_LT_LPB4-O_MBOA	LPB4-O	MBOA	2	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
44	20191210_LT_LPB4-O_Ctrl	LPB4-O	Ctrl	2	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
45	20191210_LT_LPB4-O_DG	LPB4-O	DG	2	4	DIM2BOA-Glc	403.1	Analyte	0	1.71	130.016	NA	124.3193833	0.308408294
46	20191210_LT_LMN1_DIMBOA	LMN1	DIMBOA	2	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
47	20191210_LT_LMN1_MBOA	LMN1	MBOA	2	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
48	20191210_LT_LMN1_Ctrl	LMN1	Ctrl	2	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
49	20191210_LT_LMN1_DG	LMN1	DG	2	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
50	20191210_LT_LST14_DIMBOA	LST14	DIMBOA	2	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
51	20191210_LT_LST14_MBOA	LST14	MBOA	2	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
52	20191210_LT_LST14_Ctrl	LST14	Ctrl	2	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
53	20191210_LT_LST14_DG	LST14	DG	2	4	DIM2BOA-Glc	403.1	Analyte	0	1.7	145.106	NA	138.7482189	0.344202974
54	20191210_LT_LMM1_DIMBOA	LMM1	DIMBOA	2	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
55	20191210_LT_LMM1_MBOA	LMM1	MBOA	2	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
56	20191210_LT_LMM1_Ctrl	LMM1	Ctrl	2	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
57	20191210_LT_LMM1_DG	LMM1	DG	2	4	DIM2BOA-Glc	403.1	Analyte	0	1.68	147.742	NA	141.2687233	0.350455776
58	20191210_LT_LBA3_DIMBOA	LBA3	DIMBOA	2	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
59	20191210_LT_LBA3_MBOA	LBA3	MBOA	2	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
60	20191210_LT_LBA3_Ctrl	LBA3	Ctrl	2	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
61	20191210_LT_LBA3_DG	LBA3	DG	2	4	DIM2BOA-Glc	403.1	Analyte	0	1.68	152.958	NA	146.2561856	0.362828543
1	20191210_LT_LMI1_MBOA_02	LMI1	MBOA	3	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
2	20191210_LT_LST13_MBOA	LST13	MBOA	3	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
3	20191210_LT_LST13_Ctrl	LST13	Ctrl	3	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
4	20191210_LT_LST13_DG	LST13	DG	3	4	DIM2BOA-Glc	403.1	Analyte	0	1.69	193.162	NA	206.6075411	0.512546616
5	20191210_LT_LST13_DIMBOA	LST13	DIMBOA	3	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
6	20191210_LT_NBC_MBOA	NBC	MBOA	3	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
7	20191210_LT_NBC_Ctrl	NBC	Ctrl	3	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
8	20191210_LT_NBC_DG	NBC	DG	3	4	DIM2BOA-Glc	403.1	Analyte	0	1.71	202.002	NA	216.0628722	0.536003156
9	20191210_LT_NBC_DIMBOA	NBC	DIMBOA	3	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
10	20191210_LT_LAC11_MBOA	LAC11	MBOA	3	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
11	20191210_LT_LAC11_Ctrl	LAC11	Ctrl	3	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
12	20191210_LT_LAC11_DG	LAC11	DG	3	4	DIM2BOA-Glc	403.1	Analyte	0	1.7	171.32	NA	183.2451721	0.454589859
13	20191210_LT_LAC11_DIMBOA	LAC11	DIMBOA	3	4	DIM2BOA-Glc	403.1	Analyte	0	1.7	2.176	NA	2.327466114	0.005773917
14	20191210_LT_LPD2_MBOA	LPD2	MBOA	3	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
15	20191210_LT_LPD2_Ctrl	LPD2	Ctrl	3	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
16	20191210_LT_LPD2_DG	LPD2	DG	3	4	DIM2BOA-Glc	403.1	Analyte	0	1.69	189.117	NA	202.2809784	0.501813392
17	20191210_LT_LPD2_DIMBOA	LPD2	DIMBOA	3	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
18	20191210_LT_LMJ1_MBOA	LMJ1	MBOA	3	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
19	20191210_LT_LMJ1_Ctrl	LMJ1	Ctrl	3	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
20	20191210_LT_LMJ1_DG	LMJ1	DG	3	4	DIM2BOA-Glc	403.1	Analyte	0	1.69	167.437	NA	179.0918859	0.444286494
21	20191210_LT_LMJ1_DIMBOA	LMJ1	DIMBOA	3	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
22	20191210_LT_LMI11_DIMBOA	LMI11	DIMBOA	3	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
23	20191210_LT_LMI11_DG	LMI11	DG	3	4	DIM2BOA-Glc	403.1	Analyte	0	1.71	23.411	NA	25.04058326	0.062120028
24	20191210_LT_LMI11_MBOA	LMI11	MBOA	3	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
25	20191210_LT_LMI11_Ctrl	LMI11	Ctrl	3	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
26	20191210_LT_LMG2_DIMBOA	LMG2	DIMBOA	3	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
27	20191210_LT_LMG2_DG	LMG2	DG	3	4	DIM2BOA-Glc	403.1	Analyte	0	1.7	84.238	NA	90.10160408	0.223521717
28	20191210_LT_LMG2_MBOA	LMG2	MBOA	3	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
29	20191210_LT_LMG2_Ctrl	LMG2	Ctrl	3	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
30	20191210_LT_LPB4-R_DIMBOA	LPB4-R	DIMBOA	3	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
31	20191210_LT_LPB4-R_DG	LPB4-R	DG	3	4	DIM2BOA-Glc	403.1	Analyte	0	1.7	129.981	NA	139.028664	0.344898695
32	20191210_LT_LPB4-R_MBOA	LPB4-R	MBOA	3	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
33	20191210_LT_LPB4-R_Ctrl	LPB4-R	Ctrl	3	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
34	20191210_LT_LMC1_DIMBOA	LMC1	DIMBOA	3	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
35	20191210_LT_LMC1_DG	LMC1	DG	3	4	DIM2BOA-Glc	403.1	Analyte	0	1.71	141.04	NA	150.8574543	0.374243251
36	20191210_LT_LMC1_MBOA	LMC1	MBOA	3	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
37	20191210_LT_LMC1_Ctrl	LMC1	Ctrl	3	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
38	20191210_LT_LMC3_DIMBOA	LMC3	DIMBOA	3	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
39	20191210_LT_LMC3_DG	LMC3	DG	3	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
40	20191210_LT_LMC3_MBOA	LMC3	MBOA	3	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
41	20191210_LT_LMC3_Ctrl	LMC3	Ctrl	3	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
42	20191210_LT_LMX11_DIMBOA	LMX11	DIMBOA	3	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
43	20191210_LT_LMX11_MBOA	LMX11	MBOA	3	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
44	20191210_LT_LMX11_Ctrl	LMX11	Ctrl	3	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
45	20191210_LT_LMX11_DG	LMX11	DG	3	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
46	20191210_LT_LST12_DIMBOA	LST12	DIMBOA	3	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
47	20191210_LT_LST12_MBOA	LST12	MBOA	3	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
48	20191210_LT_LST12_Ctrl	LST12	Ctrl	3	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
49	20191210_LT_LST12_DG	LST12	DG	3	4	DIM2BOA-Glc	403.1	Analyte	0	1.7	114.254	NA	122.2069455	0.303167813
50	20191210_LT_LMI12_DIMBOA	LMI12	DIMBOA	3	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
51	20191210_LT_LMI12_MBOA	LMI12	MBOA	3	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
52	20191210_LT_LMI12_Ctrl	LMI12	Ctrl	3	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
53	20191210_LT_LMI12_DG	LMI12	DG	3	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
54	20191210_LT_LSP13_DIMBOA	LSP13	DIMBOA	3	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
55	20191210_LT_LSP13_MBOA	LSP13	MBOA	3	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
56	20191210_LT_LSP13_Ctrl	LSP13	Ctrl	3	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
57	20191210_LT_LSP13_DG	LSP13	DG	3	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
58	20191210_LT_LRH8-O_DIMBOA	LRH8-O	DIMBOA	3	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
59	20191210_LT_LRH8-O_MBOA	LRH8-O	MBOA	3	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
60	20191210_LT_LRH8-O_Ctrl	LRH8-O	Ctrl	3	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
61	20191210_LT_LRH8-O_DG	LRH8-O	DG	3	4	DIM2BOA-Glc	403.1	Analyte	0	1.7	132.731	NA	141.9700849	0.352195696
62	20191210_LT_LMI1_DIMBOA	LMI1	DIMBOA	3	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
63	20191210_LT_LBA112_DIMBOA	LBA112	DIMBOA	3	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
64	20191210_LT_LAR12_DIMBOA	LAR12	DIMBOA	3	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
65	20191210_LT_LRH8_DIMBOA	LRH8	DIMBOA	3	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
66	20191210_LT_LME1_DIMBOA	LME1	DIMBOA	3	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
1	20191211_LT_LMI1_MBOA	LMI1	MBOA	4	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
2	20191211_LT_LMX3_MBOA	LMX3	MBOA	4	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
3	20191211_LT_LMX3_Ctrl	LMX3	Ctrl	4	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
4	20191211_LT_LMX3_DG	LMX3	DG	4	4	DIM2BOA-Glc	403.1	Analyte	0	1.7	53.098	NA	61.61151168	0.152844236
5	20191211_LT_LMX3_DIMBOA	LMX3	DIMBOA	4	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
6	20191211_LT_LML1_MBOA	LML1	MBOA	4	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
7	20191211_LT_LML1_Ctrl	LML1	Ctrl	4	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
8	20191211_LT_LML1_DG	LML1	DG	4	4	DIM2BOA-Glc	403.1	Analyte	0	1.7	106.831	NA	123.9598366	0.30751634
9	20191211_LT_LML1_DIMBOA	LML1	DIMBOA	4	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
10	20191211_LT_LBA71_MBOA	LBA71	MBOA	4	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
11	20191211_LT_LBA71_Ctrl	LBA71	Ctrl	4	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
12	20191211_LT_LBA71_DG	LBA71	DG	4	4	DIM2BOA-Glc	403.1	Analyte	0	1.7	160.861	NA	186.6527813	0.463043367
13	20191211_LT_LBA71_DIMBOA	LBA71	DIMBOA	4	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
14	20191211_LT_LMH1_MBOA	LMH1	MBOA	4	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
15	20191211_LT_LMH1_Ctrl	LMH1	Ctrl	4	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
16	20191211_LT_LMH1_DG	LMH1	DG	4	4	DIM2BOA-Glc	403.1	Analyte	0	1.7	160.864	NA	186.6562623	0.463052003
17	20191211_LT_LMH1_DIMBOA	LMH1	DIMBOA	4	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
18	20191211_LT_LMX8_MBOA	LMX8	MBOA	4	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
19	20191211_LT_LMX8_Ctrl	LMX8	Ctrl	4	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
20	20191211_LT_LMX8_DG	LMX8	DG	4	4	DIM2BOA-Glc	403.1	Analyte	0	1.7	118.229	NA	137.1853443	0.340325836
21	20191211_LT_LMX8_DIMBOA	LMX8	DIMBOA	4	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
22	20191211_LT_LST11_DIMBOA	LST11	DIMBOA	4	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
23	20191211_LT_LST11_DG	LST11	DG	4	4	DIM2BOA-Glc	403.1	Analyte	0	1.7	95.519	NA	110.8341177	0.274954398
24	20191211_LT_LST11_MBOA	LST11	MBOA	4	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
25	20191211_LT_LST11_Ctrl	LST11	Ctrl	4	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
26	20191211_LT_LMD1_DIMBOA	LMD1	DIMBOA	4	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
27	20191211_LT_LMD1_DG	LMD1	DG	4	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
28	20191211_LT_LMD1_MBOA	LMD1	MBOA	4	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
29	20191211_LT_LMD1_Ctrl	LMD1	Ctrl	4	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
30	20191211_LT_LME3_DIMBOA	LME3	DIMBOA	4	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
31	20191211_LT_LME3_DG	LME3	DG	4	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
32	20191211_LT_LME3_MBOA	LME3	MBOA	4	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
33	20191211_LT_LME3_Ctrl	LME3	Ctrl	4	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
34	20191211_LT_LMA1_DIMBOA	LMA1	DIMBOA	4	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
35	20191211_LT_LMA1_DG	LMA1	DG	4	4	DIM2BOA-Glc	403.1	Analyte	0	1.7	30.504	NA	35.39488403	0.087806708
36	20191211_LT_LMA1_MBOA	LMA1	MBOA	4	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
37	20191211_LT_LMA1_Ctrl	LMA1	Ctrl	4	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
38	20191211_LT_LAR21_DIMBOA	LAR21	DIMBOA	4	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
39	20191211_LT_LAR21_DG	LAR21	DG	4	4	DIM2BOA-Glc	403.1	Analyte	0	1.7	70.608	NA	81.92899199	0.203247313
40	20191211_LT_LAR21_MBOA	LAR21	MBOA	4	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
41	20191211_LT_LAR21_Ctrl	LAR21	Ctrl	4	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
42	20191211_LT_LMK1_DIMBOA	LMK1	DIMBOA	4	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
43	20191211_LT_LMK1_MBOA	LMK1	MBOA	4	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
44	20191211_LT_LMK1_Ctrl	LMK1	Ctrl	4	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
45	20191211_LT_LMK1_DG	LMK1	DG	4	4	DIM2BOA-Glc	403.1	Analyte	0	1.7	108.772	NA	126.2120484	0.313103568
46	20191211_LT_LMB2_DIMBOA	LMB2	DIMBOA	4	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
47	20191211_LT_LMB2_MBOA	LMB2	MBOA	4	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
48	20191211_LT_LMB2_Ctrl	LMB2	Ctrl	4	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
49	20191211_LT_LMB2_DG	LMB2	DG	4	4	DIM2BOA-Glc	403.1	Analyte	0	1.7	41.67	NA	48.35119386	0.119948385
50	20191211_LT_LRH11_DIMBOA	LRH11	DIMBOA	4	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
51	20191211_LT_LRH11_MBOA	LRH11	MBOA	4	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
52	20191211_LT_LRH11_Ctrl	LRH11	Ctrl	4	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
53	20191211_LT_LRH11_DG	LRH11	DG	4	4	DIM2BOA-Glc	403.1	Analyte	0	1.69	2.615	NA	3.034278184	0.007527358
54	20191211_LT_LPD11_DIMBOA	LPD11	DIMBOA	4	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
55	20191211_LT_LPD11_MBOA	LPD11	MBOA	4	4	DIM2BOA-Glc	403.1	Analyte	0	NA	NA	NA	NA	NA
